time,rain (mm),lat,lon
13-10-2011,0,30.5,79.5
14-10-2011,0,30.5,79.5
15-10-2011,0,30.5,79.5
16-10-2011,0,30.5,79.5
17-10-2011,0,30.5,79.5
18-10-2011,0,30.5,79.5
19-10-2011,0,30.5,79.5
20-10-2011,0,30.5,79.5
21-10-2011,0.882148683,30.5,79.5
22-10-2011,0.329960853,30.5,79.5
23-10-2011,0,30.5,79.5
24-10-2011,0,30.5,79.5
25-10-2011,0,30.5,79.5
26-10-2011,0,30.5,79.5
27-10-2011,0,30.5,79.5
28-10-2011,0,30.5,79.5
29-10-2011,0,30.5,79.5
30-10-2011,0,30.5,79.5
31-10-2011,0,30.5,79.5
01-11-2011,0,30.5,79.5
02-11-2011,0,30.5,79.5
03-11-2011,0,30.5,79.5
04-11-2011,0,30.5,79.5
05-11-2011,0,30.5,79.5
06-11-2011,0,30.5,79.5
07-11-2011,0,30.5,79.5
08-11-2011,0,30.5,79.5
09-11-2011,0,30.5,79.5
10-11-2011,0,30.5,79.5
11-11-2011,0,30.5,79.5
12-11-2011,0,30.5,79.5
13-11-2011,0,30.5,79.5
14-11-2011,0,30.5,79.5
15-11-2011,0,30.5,79.5
16-11-2011,0,30.5,79.5
17-11-2011,0,30.5,79.5
18-11-2011,0,30.5,79.5
19-11-2011,0,30.5,79.5
20-11-2011,0,30.5,79.5
21-11-2011,0,30.5,79.5
22-11-2011,0,30.5,79.5
23-11-2011,0,30.5,79.5
24-11-2011,0,30.5,79.5
25-11-2011,0,30.5,79.5
26-11-2011,0,30.5,79.5
27-11-2011,0,30.5,79.5
28-11-2011,0,30.5,79.5
29-11-2011,0,30.5,79.5
30-11-2011,0,30.5,79.5
01-12-2011,0,30.5,79.5
02-12-2011,0,30.5,79.5
03-12-2011,0,30.5,79.5
04-12-2011,0,30.5,79.5
05-12-2011,0,30.5,79.5
06-12-2011,0,30.5,79.5
07-12-2011,0,30.5,79.5
08-12-2011,0,30.5,79.5
09-12-2011,0.447804004,30.5,79.5
10-12-2011,1.587867618,30.5,79.5
11-12-2011,0.164980426,30.5,79.5
12-12-2011,0,30.5,79.5
13-12-2011,0,30.5,79.5
14-12-2011,0,30.5,79.5
15-12-2011,0,30.5,79.5
16-12-2011,0,30.5,79.5
17-12-2011,0,30.5,79.5
18-12-2011,0,30.5,79.5
19-12-2011,0,30.5,79.5
20-12-2011,0,30.5,79.5
21-12-2011,0,30.5,79.5
22-12-2011,0,30.5,79.5
23-12-2011,0,30.5,79.5
24-12-2011,0,30.5,79.5
25-12-2011,0,30.5,79.5
26-12-2011,0,30.5,79.5
27-12-2011,0,30.5,79.5
28-12-2011,0,30.5,79.5
29-12-2011,0,30.5,79.5
30-12-2011,0,30.5,79.5
31-12-2011,0,30.5,79.5
01-01-2012,17.99592781,30.5,79.5
02-01-2012,0.441093951,30.5,79.5
03-01-2012,1.235008121,30.5,79.5
04-01-2012,0.882148683,30.5,79.5
05-01-2012,2.517153502,30.5,79.5
06-01-2012,0,30.5,79.5
07-01-2012,2.272727489,30.5,79.5
08-01-2012,3.294929743,30.5,79.5
09-01-2012,2.41344142,30.5,79.5
10-01-2012,1.62355566,30.5,79.5
11-01-2012,0.441074342,30.5,79.5
12-01-2012,1.678762674,30.5,79.5
13-01-2012,0.441074342,30.5,79.5
14-01-2012,0,30.5,79.5
15-01-2012,0,30.5,79.5
16-01-2012,6.240345478,30.5,79.5
17-01-2012,5.775738716,30.5,79.5
18-01-2012,0,30.5,79.5
19-01-2012,0,30.5,79.5
20-01-2012,1.058578491,30.5,79.5
